# veraPDF 1.30.2; corpus revision 49de56cd987929932c9e4fbbbe67d052bf44ef83
# profile directory<TAB>relative PDF path<TAB>first veraPDF failed rule<TAB>expected local rule
PDF_A-1b	6.2 Graphics/6.2.3.3 Uncalibrated color space/veraPDF test suite 6-2-3-3-t01-fail-m.pdf	ISO 19005-1:2005:6.2.3.3:2	PDFA1B-DEVICE-CMYK-001
PDF_A-1b	6.2 Graphics/6.2.3.3 Uncalibrated color space/veraPDF test suite 6-2-3-3-t01-fail-n.pdf	ISO 19005-1:2005:6.2.3.3:2	PDFA1B-DEVICE-CMYK-001
PDF_A-1b	6.2 Graphics/6.2.3.3 Uncalibrated color space/veraPDF test suite 6-2-3-3-t01-fail-o.pdf	ISO 19005-1:2005:6.2.3.3:2	PDFA1B-DEVICE-CMYK-001
PDF_A-1b	6.2 Graphics/6.2.3.3 Uncalibrated color space/veraPDF test suite 6-2-3-3-t01-fail-p.pdf	ISO 19005-1:2005:6.2.3.3:2	PDFA1B-DEVICE-CMYK-001
PDF_A-1b	6.2 Graphics/6.2.3.3 Uncalibrated color space/veraPDF test suite 6-2-3-3-t01-fail-t.pdf	ISO 19005-1:2005:6.2.3.3:2	PDFA1B-DEVICE-CMYK-001
PDF_A-1b	6.2 Graphics/6.2.3.3 Uncalibrated color space/veraPDF test suite 6-2-3-3-t01-fail-u.pdf	ISO 19005-1:2005:6.2.3.3:1	PDFA1B-DEVICE-RGB-001
PDF_A-1b	6.2 Graphics/6.2.3.3 Uncalibrated color space/veraPDF test suite 6-2-3-3-t01-fail-v.pdf	ISO 19005-1:2005:6.2.3.3:1	PDFA1B-DEVICE-RGB-001
PDF_A-1b	6.2 Graphics/6.2.3.3 Uncalibrated color space/veraPDF test suite 6-2-3-3-t02-fail-a.pdf	ISO 19005-1:2005:6.2.3.3:2	PDFA1B-DEVICE-CMYK-001
PDF_A-1b	6.2 Graphics/6.2.3.3 Uncalibrated color space/veraPDF test suite 6-2-3-3-t02-fail-b.pdf	ISO 19005-1:2005:6.2.3.3:2	PDFA1B-DEVICE-CMYK-001
PDF_A-1b	6.2 Graphics/6.2.3.3 Uncalibrated color space/veraPDF test suite 6-2-3-3-t02-fail-c.pdf	ISO 19005-1:2005:6.2.3.3:2	PDFA1B-DEVICE-CMYK-001
PDF_A-1b	6.2 Graphics/6.2.3.3 Uncalibrated color space/veraPDF test suite 6-2-3-3-t03-fail-a.pdf	ISO 19005-1:2005:6.2.3.3:1	PDFA1B-DEVICE-RGB-001
PDF_A-1b	6.2 Graphics/6.2.3.3 Uncalibrated color space/veraPDF test suite 6-2-3-3-t03-fail-b.pdf	ISO 19005-1:2005:6.2.3.3:2	PDFA1B-DEVICE-CMYK-001
PDF_A-1b	6.2 Graphics/6.2.4 Images/veraPDF test suite 6-2-4-t03-fail-a.pdf	ISO 19005-1:2005:6.2.4:3	PDFA1B-IMAGE-INTERPOLATE-001
PDF_A-1b	6.2 Graphics/6.2.5 Form XObjects/veraPDF test suite 6-2-5-t02-fail-a.pdf	ISO 19005-1:2005:6.2.5:1	PDFA1B-FORM-POSTSCRIPT-001
PDF_A-1b	6.2 Graphics/6.2.5 Form XObjects/veraPDF test suite 6-2-5-t03-fail-a.pdf	ISO 19005-1:2005:6.2.5:1	PDFA1B-FORM-POSTSCRIPT-001
